Stkcd,Stknme,Listdt,Cuntrycd,Conme,Conme_en,Indcd,Indnme,Nindcd,Nindnme,Nnindcd,Nnindnme,Estbdt,PROVINCE,PROVINCECODE,CITY,CITYCODE,OWNERSHIPTYPE,OWNERSHIPTYPECODE,Favaldt,Curtrd,Ipoprm,Ipoprc,Ipocur,Nshripo,Parvcur,Ipodt,Parval,Sctcd,Statco,Crcd,Statdt,Commnt,Markettype
1965,招商公路,2017-12-25,10,招商局公路网络科技控股股份有限公司,"China Merchants Expressway Network & Technology Holdings Co., Ltd.",2,公用事业,F03,公路运输业,G54,道路运输业,1993-12-18,天津市,120000,天津市,120000,国营或国有控股,P0301,2017-12-25,CNY,7.1800,8.1800,CNY,554833,CNY,2017-12-22,1.000,2,A,,2024-01-15,,4
1979,招商蛇口,2015-12-30,10,招商局蛇口工业区控股股份有限公司,"China Merchants Shekou Industrial Zone Holdings Co., Ltd.",3,房地产,J,房地产业,K70,房地产业,1979-01-31,广东省,440000,深圳市,440300,国营或国有控股,P0301,2015-12-30,CNY,22.6000,23.6000,CNY,1901798,CNY,2015-12-11,1.000,2,A,,2024-01-15,,4
2001,新和成,2004-06-25,10,浙江新和成股份有限公司,"Zhejiang NHU Company Ltd.",5,工业,C81,医药制造业,C27,医药制造业,1999-04-05,浙江省,330000,绍兴市,330600,私营企业,P0306,2004-06-25,CNY,12.4100,13.4100,CNY,30000,CNY,2004-06-02,1.000,2,A,,2024-01-15,,4
2002,"ST 鸿达",2004-06-25,10,鸿达兴业股份有限公司,"Hongda Xingye Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2001-02-23,江苏省,320000,扬州市,321000,私营企业,P0306,2004-06-25,CNY,6.3200,7.3200,CNY,30000,CNY,2004-06-03,1.000,2,D,,2024-03-18,,4
2003,伟星股份,2004-06-25,10,浙江伟星实业发展股份有限公司,"Zhejiang Weixing Industrial Development Co., Ltd.",5,工业,C13,服装及其他纤维制品制造业,C18,纺织服装、服饰业,2000-08-31,浙江省,330000,临海市,331082,私营企业,P0306,2004-06-25,CNY,6.3700,7.3700,CNY,21000,CNY,2004-06-04,1.000,2,A,,2024-01-15,,4
2004,华邦健康,2004-06-25,10,华邦生命健康股份有限公司,"Huapont Life Sciences Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2001-09-19,重庆市,500000,重庆市,500000,私营企业,P0306,2004-06-25,CNY,8.6000,9.6000,CNY,22000,CNY,2004-06-07,1.000,2,A,,2024-01-15,,4
2005,"ST 德豪",2004-06-25,10,安徽德豪润达电气股份有限公司,"Elec-Tech International Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,1996-05-14,安徽省,340000,蚌埠市,340300,私营企业,P0306,2004-06-25,CNY,17.2000,18.2000,CNY,26000,CNY,2004-06-08,1.000,2,A,,2024-01-15,,4
2006,精工科技,2004-06-25,10,浙江精工集成科技股份有限公司,"Zhejiang Jinggong Integration Technology Co., Ltd.",5,工业,C73,专用设备制造业,C35,专用设备制造业,2000-09-10,浙江省,330000,绍兴市,330600,私营企业,P0306,2004-06-25,CNY,6.7200,7.7200,CNY,30000,CNY,2004-06-09,1.000,2,A,,2024-01-15,,4
2007,华兰生物,2004-06-25,10,华兰生物工程股份有限公司,"Hualan Biological Engineering Inc.",5,工业,C81,医药制造业,C27,医药制造业,1992-03-30,河南省,410000,新乡市,410700,私营企业,P0306,2004-06-25,CNY,14.7400,15.7400,CNY,22000,CNY,2004-06-10,1.000,2,A,,2024-01-15,,4
2008,大族激光,2004-06-25,10,大族激光科技产业集团股份有限公司,"Han's Laser Technology Industry Group Co., Ltd.",5,工业,C73,专用设备制造业,C35,专用设备制造业,2001-09-28,广东省,440000,深圳市,440300,私营企业,P0306,2004-06-25,CNY,8.2000,9.2000,CNY,27000,CNY,2004-06-11,1.000,2,A,,2024-01-15,,4
2009,天奇股份,2004-06-29,10,天奇自动化工程股份有限公司,"Miracle Automation Engineering Co., Ltd.",5,工业,C71,普通机械制造业,C34,通用设备制造业,2000-11-14,江苏省,320000,无锡市,320200,私营企业,P0306,2004-06-29,CNY,5.8900,6.8900,CNY,25000,CNY,2004-06-14,1.000,2,A,,2024-01-15,,4
2010,传化智联,2004-06-29,10,传化智联股份有限公司,"Transfar Zhilian Co., Ltd.",2,公用事业,K99,其他社会服务业,L72,商务服务业,2001-07-06,浙江省,330000,杭州市,330100,私营企业,P0306,2004-06-29,CNY,8.9100,9.9100,CNY,20000,CNY,2004-06-15,1.000,2,A,,2024-01-15,,4
2011,盾安环境,2004-07-05,10,浙江盾安人工环境股份有限公司,"Zhejiang DunAn Artificial Environment Co., Ltd.",5,工业,C71,普通机械制造业,C34,通用设备制造业,2001-12-19,浙江省,330000,诸暨市,330681,私营企业,P0306,2004-07-05,CNY,10.4200,11.4200,CNY,28000,CNY,2004-06-16,1.000,2,A,,2024-01-15,,4
2012,凯恩股份,2004-07-05,10,浙江凯恩特种材料股份有限公司,"Zhejiang KAN Specialities Material Co., Ltd.",5,工业,C31,造纸及纸制品业,C22,造纸及纸制品业,1998-01-23,浙江省,330000,丽水市,331100,私营企业,P0306,2004-07-05,CNY,6.0300,7.0300,CNY,30000,CNY,2004-06-17,1.000,2,A,,2024-01-15,,4
2013,中航机电,2004-07-05,10,中航工业机电系统股份有限公司,"AVIC Electromechanical Systems Co., Ltd.",5,工业,C75,交通运输设备制造业,C37,铁路、船舶、航空航天和其它运输设备制造业,2000-12-05,北京市,110000,北京市,110000,国营或国有控股,P0301,2004-07-05,CNY,5.1200,6.1200,CNY,20000,CNY,2004-06-18,1.000,2,D,,2023-03-17,,4
2014,永新股份,2004-07-08,10,黄山永新股份有限公司,"Huangshan Novel Co., Ltd.",5,工业,C4,石油、化学、塑胶、塑料,C29,橡胶和塑料制品业,1992-05-21,安徽省,340000,黄山市,341000,中外合资,P0303,2004-07-08,CNY,7.6300,8.6300,CNY,23400,CNY,2004-06-21,1.000,2,A,,2024-01-15,,4
2015,协鑫能科,2004-07-08,10,协鑫能源科技股份有限公司,"GCL Energy Technology Co., Ltd.",5,工业,D01,电力、蒸汽、热水的生产和供应业,D44,电力、热力生产和供应业,1992-05-05,江苏省,320000,江阴市,320281,私营企业,P0306,2004-07-08,CNY,5.6200,6.6200,CNY,20000,CNY,2004-06-22,1.000,2,A,,2024-01-15,,4
2016,世荣兆业,2004-07-08,10,广东世荣兆业股份有限公司,"Guangdong Shirong Zhaoye Co., Ltd.",3,房地产,J,房地产业,K70,房地产业,2000-12-28,广东省,440000,珠海市,440400,私营企业,P0306,2004-07-08,CNY,6.5000,7.5000,CNY,25000,CNY,2004-06-23,1.000,2,A,,2024-01-15,,4
2017,东信和平,2004-07-13,10,东信和平科技股份有限公司,"Eastcompeace Technology Co., Ltd.",5,工业,G,信息技术业,C39,计算机、通信和其他电子设备制造业,1998-10-20,广东省,440000,珠海市,440400,国营或国有控股,P0301,2004-07-13,CNY,9.4300,10.4300,CNY,25000,CNY,2004-06-24,1.000,2,A,,2024-01-15,,4
2018,华信退,2004-07-13,10,安徽华信国际控股股份有限公司,"CEFC Anhui International Holding Co., Ltd.",6,商业,H,批发和零售贸易,F51,批发业,1998-02-13,安徽省,340000,马鞍山市,340500,私营企业,P0306,2004-07-13,CNY,7.5500,8.5500,CNY,20000,CNY,2004-06-25,1.000,2,D,,2019-11-01,,4
2019,亿帆医药,2004-07-13,10,亿帆医药股份有限公司,"Yifan Pharmaceutical Co., Ltd.",5,工业,C81,医药制造业,C27,医药制造业,2000-11-10,浙江省,330000,杭州市,330100,私营企业,P0306,2004-07-13,CNY,11.5700,12.5700,CNY,15000,CNY,2004-06-28,1.000,2,A,,2024-01-15,,4
2020,京新药业,2004-07-15,10,浙江京新药业股份有限公司,"Zhejiang Jingxin Pharmaceutical Co., Ltd.",5,工业,C81,医药制造业,C27,医药制造业,2001-10-25,浙江省,330000,绍兴市,330600,私营企业,P0306,2004-07-15,CNY,9.0500,10.0500,CNY,17600,CNY,2004-06-29,1.000,2,A,,2024-01-15,,4
2021,"*ST 中捷",2004-07-15,10,中捷资源投资股份有限公司,"Zoje Resources Investment Co., Ltd.",5,工业,C73,专用设备制造业,C35,专用设备制造业,1994-08-31,浙江省,330000,台州市,331000,私营企业,P0306,2004-07-15,CNY,8.9300,9.9300,CNY,26000,CNY,2004-06-30,1.000,2,A,,2024-01-15,,4
2022,科华生物,2004-07-21,10,上海科华生物工程股份有限公司,"Shanghai Kehua Bioengineering Co., Ltd.",5,工业,C81,医药制造业,C27,医药制造业,1998-11-23,上海市,310000,上海市,310000,私营企业,P0306,2004-07-21,CNY,10.1200,11.1200,CNY,18000,CNY,2004-07-05,1.000,2,A,,2024-01-15,,4
2023,海特高新,2004-07-21,10,四川海特高新技术股份有限公司,"Sichuan Haite High-Tech Co., Ltd.",5,工业,C75,交通运输设备制造业,C37,铁路、船舶、航空航天和其它运输设备制造业,2000-11-24,四川省,510000,成都市,510100,私营企业,P0306,2004-07-21,CNY,10.8800,11.8800,CNY,24000,CNY,2004-07-06,1.000,2,A,,2024-01-15,,4
2024,"ST 易购",2004-07-21,10,苏宁易购集团股份有限公司,"Suning.com Co., Ltd.",6,商业,H11,零售业,F52,零售业,2001-06-29,江苏省,320000,南京市,320100,私营企业,P0306,2004-07-21,CNY,15.3300,16.3300,CNY,25000,CNY,2004-07-07,1.000,2,A,,2024-01-15,,4
2025,航天电器,2004-07-26,10,贵州航天电器股份有限公司,"Guizhou Aerospace Electronics Co., Ltd.",5,工业,G,信息技术业,C39,计算机、通信和其他电子设备制造业,2001-12-30,贵州省,520000,贵阳市,520100,国营或国有控股,P0301,2004-07-26,CNY,6.0000,7.0000,CNY,25700,CNY,2004-07-09,1.000,2,A,,2024-01-15,,4
2026,山东威达,2004-07-27,10,山东威达机械股份有限公司,"Shangdong Weida Machinery Co., Ltd.",5,工业,C69,金属制品业,C33,金属制品业,1998-07-08,山东省,370000,威海市,371000,私营企业,P0306,2004-07-27,CNY,7.6800,8.6800,CNY,30000,CNY,2004-07-12,1.000,2,A,,2024-01-15,,4
2027,分众传媒,2004-08-04,10,分众传媒信息技术股份有限公司,"Focus Media Information Technology Co., Ltd.",2,公用事业,K99,其他社会服务业,L72,商务服务业,1997-08-26,广东省,440000,广州市,440100,中外合资,P0303,2004-08-04,CNY,9.5600,10.5600,CNY,29000,CNY,2004-07-20,1.000,2,A,,2024-01-15,,4
2028,思源电气,2004-08-05,10,思源电气股份有限公司,"Sieyuan Electric Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,2000-12-30,上海市,310000,上海市,310000,私营企业,P0306,2004-08-05,CNY,15.4500,16.4500,CNY,13400,CNY,2004-07-21,1.000,2,A,,2024-01-15,,4
2029,七匹狼,2004-08-06,10,福建七匹狼实业股份有限公司,"Fujian Septwolves Industry Co., Ltd.",5,工业,C13,服装及其他纤维制品制造业,C18,纺织服装、服饰业,2001-07-23,福建省,350000,晋江市,350582,私营企业,P0306,2004-08-06,CNY,6.4500,7.4500,CNY,25000,CNY,2004-07-22,1.000,2,A,,2024-01-15,,4
2030,达安基因,2004-08-09,10,广州达安基因股份有限公司,"Daan Gene Co., Ltd.",5,工业,C81,医药制造业,C27,医药制造业,2001-03-08,广东省,440000,广州市,440100,国营或国有控股,P0301,2004-08-09,CNY,6.3000,7.3000,CNY,22000,CNY,2004-07-23,1.000,2,A,,2024-01-15,,4
2031,巨轮智能,2004-08-16,10,巨轮智能装备股份有限公司,"Greatoo Intelligent Equipment Inc.",5,工业,C73,专用设备制造业,C35,专用设备制造业,2001-12-30,广东省,440000,揭阳市,445200,私营企业,P0306,2004-08-16,CNY,6.3400,7.3400,CNY,38000,CNY,2004-08-02,1.000,2,A,,2024-01-15,,4
2032,苏泊尔,2004-08-17,10,浙江苏泊尔股份有限公司,"Zhejiang Supor Co., Ltd.",5,工业,C69,金属制品业,C33,金属制品业,1998-07-17,浙江省,330000,玉环市,331083,中外合资,P0303,2004-08-17,CNY,11.2100,12.2100,CNY,34000,CNY,2004-08-03,1.000,2,A,,2024-01-15,,4
2033,丽江股份,2004-08-25,10,丽江玉龙旅游股份有限公司,"Lijiang Yulong Tourism Co., Ltd.",2,公用事业,K01,公共设施服务业,N78,公共设施管理业,2001-10-18,云南省,530000,丽江市,530700,国营或国有控股,P0301,2004-08-25,CNY,5.9000,6.9000,CNY,25000,CNY,2004-08-10,1.000,2,A,,2024-01-15,,4
2034,旺能环境,2004-08-26,10,旺能环境股份有限公司,"Wangneng Environment Co., Ltd.",2,公用事业,K99,其他社会服务业,N77,生态保护和环境治理业,1998-07-07,浙江省,330000,湖州市,330500,私营企业,P0306,2004-08-26,CNY,11.0000,12.0000,CNY,21600,CNY,2004-08-11,1.000,2,A,,2024-01-15,,4
2035,华帝股份,2004-09-01,10,华帝股份有限公司,"Vatti Corporation Limited",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,1992-04-08,广东省,440000,中山市,442000,私营企业,P0306,2004-09-01,CNY,7.0000,8.0000,CNY,25000,CNY,2004-08-17,1.000,2,A,,2024-01-15,,4
2036,联创电子,2004-09-03,10,联创电子科技股份有限公司,"Lianchuang Electronic Technology Co., Ltd.",5,工业,G,信息技术业,C39,计算机、通信和其他电子设备制造业,1998-04-22,江西省,360000,南昌市,360100,中外合资,P0303,2004-09-03,CNY,5.4200,6.4200,CNY,30000,CNY,2004-08-19,1.000,2,A,,2024-01-15,,4
2037,保利联合,2004-09-08,10,保利联合化工控股集团股份有限公司,"Poly Union Chemical Holding Group Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2002-07-18,贵州省,520000,贵阳市,520100,国营或国有控股,P0301,2004-09-08,CNY,5.6600,6.6600,CNY,40000,CNY,2004-08-24,1.000,2,A,,2024-01-15,,4
2038,双鹭药业,2004-09-09,10,北京双鹭药业股份有限公司,"Beijing SL Pharmaceutical Co., Ltd.",5,工业,C81,医药制造业,C27,医药制造业,2000-08-09,北京市,110000,北京市,110000,私营企业,P0306,2004-09-09,CNY,11.0000,12.0000,CNY,19000,CNY,2004-08-25,1.000,2,A,,2024-01-15,,4
2039,黔源电力,2005-03-03,10,贵州黔源电力股份有限公司,"Guizhou Qianyuan Power Co., Ltd.",5,工业,D01,电力、蒸汽、热水的生产和供应业,D44,电力、热力生产和供应业,1993-10-12,贵州省,520000,贵阳市,520100,国营或国有控股,P0301,2005-03-03,CNY,4.9700,5.9700,CNY,50000,CNY,2005-02-18,1.000,2,A,,2024-01-15,,4
2040,南京港,2005-03-25,10,南京港股份有限公司,"Nanjing Port Co., Ltd.",2,公用事业,F07,水上运输业,G55,水上运输业,2001-09-21,江苏省,320000,南京市,320100,国营或国有控股,P0301,2005-03-25,CNY,6.4200,7.4200,CNY,38500,CNY,2005-03-11,1.000,2,A,,2024-01-15,,4
2041,登海种业,2005-04-18,10,山东登海种业股份有限公司,"Shandong Denghai Seeds Co., Ltd.",4,综合,A01,农业,A01,农业,2000-12-08,山东省,370000,莱州市,370683,私营企业,P0306,2005-04-18,CNY,15.7000,16.7000,CNY,22000,CNY,2005-04-05,1.000,2,A,,2024-01-15,,4
2042,华孚时尚,2005-04-27,10,华孚时尚股份有限公司,"Huafu Fashion Co., Ltd.",5,工业,C11,纺织业,C17,纺织业,2000-10-31,安徽省,340000,淮北市,340600,私营企业,P0306,2005-04-27,CNY,2.8000,3.8000,CNY,40000,CNY,2005-04-12,1.000,2,A,,2024-01-15,,4
2043,兔宝宝,2005-05-10,10,德华兔宝宝装饰新材股份有限公司,"Dehua TB New Decoration Material Co., Ltd.",5,工业,C21,木材加工及竹、藤、棕、草制品业,C20,木材加工及木、竹、藤、棕、草制品业,2001-12-27,浙江省,330000,湖州市,330500,私营企业,P0306,2005-05-10,CNY,3.9800,4.9800,CNY,42000,CNY,2005-04-19,1.000,2,A,,2024-01-15,,4
2044,美年健康,2005-05-18,10,美年大健康产业控股股份有限公司,"Meinian Onehealth Healthcare Holdings Co., Ltd.",2,公用事业,K37,卫生、保健、护理服务业,Q83,卫生,1991-01-22,江苏省,320000,南通市,320600,私营企业,P0306,2005-05-18,CNY,2.5500,3.5500,CNY,45000,CNY,2005-04-25,1.000,2,A,,2024-01-15,,4
2045,国光电器,2005-05-23,10,国光电器股份有限公司,"Guoguang Electric Company Ltd.",5,工业,G,信息技术业,C39,计算机、通信和其他电子设备制造业,1993-12-25,广东省,440000,广州市,440100,私营企业,P0306,2005-05-23,CNY,9.8000,10.8000,CNY,30000,CNY,2005-04-29,1.000,2,A,,2024-01-15,,4
2046,国机精工,2005-05-26,10,国机精工集团股份有限公司,"Sinomach Precision Industry Group Co., Ltd.",5,工业,C71,普通机械制造业,C34,通用设备制造业,2001-12-09,河南省,410000,洛阳市,410300,国营或国有控股,P0301,2005-05-26,CNY,5.3900,6.3900,CNY,25000,CNY,2005-05-11,1.000,2,A,,2024-01-15,,4
2047,宝鹰股份,2005-05-31,10,深圳市宝鹰建设控股集团股份有限公司,"Shenzhen Bauing Construction Holding Group Co., Ltd.",4,综合,E05,装修装饰业,E50,建筑装饰和其他建筑业,2001-12-31,广东省,440000,深圳市,440300,私营企业,P0306,2005-05-31,CNY,7.6000,8.6000,CNY,51000,CNY,2005-05-16,1.000,2,A,,2024-01-15,,4
2048,宁波华翔,2005-06-03,10,宁波华翔电子股份有限公司,"Ningbo Huaxiang Electronic Co., Ltd.",5,工业,C75,交通运输设备制造业,C36,汽车制造业,2001-08-22,浙江省,330000,宁波市,330200,私营企业,P0306,2005-06-03,CNY,4.7500,5.7500,CNY,30000,CNY,2005-05-19,1.000,2,A,,2024-01-15,,4
2049,紫光国微,2005-06-06,10,紫光国芯微电子股份有限公司,"Unigroup Guoxin Microelectronics Co., Ltd.",5,工业,G,信息技术业,C39,计算机、通信和其他电子设备制造业,2001-09-17,河北省,130000,唐山市,130200,国营或国有控股,P0301,2005-06-06,CNY,3.7800,4.7800,CNY,25000,CNY,2005-05-20,1.000,2,A,,2024-01-15,,4
2050,三花智控,2005-06-07,10,浙江三花智能控制股份有限公司,"Zhejiang Sanhua Intelligent Controls Co., Ltd.",5,工业,C71,普通机械制造业,C34,通用设备制造业,2001-12-19,浙江省,330000,绍兴市,330600,中外合资,P0303,2005-06-07,CNY,6.3900,7.3900,CNY,30000,CNY,2005-05-24,1.000,2,A,,2024-01-15,,4
2051,中工国际,2006-06-19,10,中工国际工程股份有限公司,"China CAMC Engineering Co., Ltd.",3,房地产,E01,土木工程建筑业,E48,土木工程建筑业,2001-05-22,北京市,110000,北京市,110000,国营或国有控股,P0301,2006-06-19,CNY,6.4000,7.4000,CNY,60000,CNY,2006-06-05,1.000,2,A,,2024-01-15,,4
2052,"ST 同洲",2006-06-27,10,深圳市同洲电子股份有限公司,"Shenzhen Coship Electronics Co., Ltd.",5,工业,G,信息技术业,C39,计算机、通信和其他电子设备制造业,1994-02-03,广东省,440000,深圳市,440300,私营企业,P0306,2006-06-27,CNY,15.0000,16.0000,CNY,22000,CNY,2006-06-12,1.000,2,A,,2024-01-22,,4
2053,云南能投,2006-06-27,10,云南能源投资股份有限公司,"Yunnan Energy Investment Co., Ltd.",5,工业,C03,食品制造业,C14,食品制造业,2002-07-25,云南省,530000,昆明市,530100,国营或国有控股,P0301,2006-06-27,CNY,6.3000,7.3000,CNY,70000,CNY,2006-06-13,1.000,2,A,,2024-01-15,,4
2054,德美化工,2006-07-25,10,广东德美精细化工集团股份有限公司,"Dymatic Chemicals Inc.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2002-06-21,广东省,440000,佛山市,440600,私营企业,P0306,2006-07-25,CNY,5.2000,6.2000,CNY,34000,CNY,2006-07-07,1.000,2,A,,2024-01-15,,4
2055,得润电子,2006-07-25,10,深圳市得润电子股份有限公司,"Shenzhen Derun Electronics Co., Ltd.",5,工业,G,信息技术业,C39,计算机、通信和其他电子设备制造业,2002-11-29,广东省,440000,深圳市,440300,私营企业,P0306,2006-07-25,CNY,6.8800,7.8800,CNY,16800,CNY,2006-07-14,1.000,2,A,,2024-01-15,,4
2056,横店东磁,2006-08-02,10,横店集团东磁股份有限公司,"Hengdian Group DMEGC Magnetics Co., Ltd.",5,工业,C76,电器机械及器材制造业,C38,电气机械及器材制造业,1999-03-30,浙江省,330000,东阳市,330783,其他,P0399,2006-08-02,CNY,9.6000,10.6000,CNY,60000,CNY,2006-07-18,1.000,2,A,,2024-01-15,,4
2057,中钢天源,2006-08-02,10,中钢天源股份有限公司,"Sinosteel New Materials Co., Ltd.",5,工业,C43,化学原料及化学制品制造业,C26,化学原料及化学制品制造业,2002-03-27,安徽省,340000,马鞍山市,340500,国营或国有控股,P0301,2006-08-02,CNY,3.6800,4.6800,CNY,30000,CNY,2006-07-19,1.000,2,A,,2024-01-15,,4
2058,威尔泰,2006-08-02,10,上海威尔泰工业自动化股份有限公司,"Shanghai Welltech Automation Co., Ltd.",5,工业,C78,仪器仪表及文化、办公用机械制造业,C40,仪器仪表制造业,1992-12-24,上海市,310000,上海市,310000,私营企业,P0306,2006-08-02,CNY,5.0800,6.0800,CNY,18000,CNY,2006-07-20,1.000,2,A,,2024-01-15,,4
2059,云南旅游,2006-08-10,10,云南旅游股份有限公司,"Yunnan Tourism Co., Ltd.",2,公用事业,K01,公共设施服务业,N78,公共设施管理业,2000-12-29,云南省,530000,昆明市,530100,国营或国有控股,P0301,2006-08-10,CNY,2.6000,3.6000,CNY,55000,CNY,2006-07-26,1.000,2,A,,2024-01-15,,4
